Id,url,urlComes,time
691,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520EF%252DM&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:17.672846
692,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Type=Image%2520Stabilization&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:17.801162
693,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Mount=Canon%2520EF&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:17.976218
694,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Tamron%2520SP&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:18.039491
695,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_Complete=1&LH_PrefLoc=2&LH_Sold=1&Maximum%2520Aperture=f%252F2%252E8&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:18.468175
696,http://stores.ebay.com.au/Love-Otaku-Japan,http://stores.ebay.com.au/Love-Otaku-Japan,2017-04-09 04:35:18.562261
697,http://www.ebay.com.au/itm/NEW-CANON-EF16-35mm-F2-8L-II-USM-EF-16-35mm-F2-8-II-USM-Wide-Zoom-Lens-Offer-/151873601234?hash=item235c5f3ed2%3Ag%3AnTIAAOSwAYtWOJcZ,http://www.ebay.com.au/itm/NEW-CANON-EF16-35mm-F2-8L-II-USM-EF-16-35mm-F2-8-II-USM-Wide-Zoom-Lens-Offer-/151873601234?hash=item235c5f3ed2%3Ag%3AnTIAAOSwAYtWOJcZ,2017-04-09 04:35:19.397061
698,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_Complete=1&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:19.647170
699,http://www.ebay.com.au/p/canon-ef-16-35mm-f-2-8-usm-ii-l-lens/102568243?iid=151873601234,http://www.ebay.com.au/p/canon-ef-16-35mm-f-2-8-usm-ii-l-lens/102568243?iid=151873601234,2017-04-09 04:35:19.692083
700,http://www.ebay.com.au/itm/Brand-New-Canon-EF-24-70mm-f-2-8L-II-USM-Lens-/252560951266?hash=item3acdce47e2%3Ag%3AyFoAAOSwmLlX6-gU,http://www.ebay.com.au/itm/Brand-New-Canon-EF-24-70mm-f-2-8L-II-USM-Lens-/252560951266?hash=item3acdce47e2%3Ag%3AyFoAAOSwmLlX6-gU,2017-04-09 04:35:19.754330
701,http://www.ebay.com.au/itm/Canon-EF-24-70mm-f-2-8L-II-USM-Zoom-Lens-/182074006994?hash=item2a6474ddd2%3Ag%3AmtoAAOSwJQdW%7EU13,http://www.ebay.com.au/itm/Canon-EF-24-70mm-f-2-8L-II-USM-Zoom-Lens-/182074006994?hash=item2a6474ddd2%3Ag%3AmtoAAOSwJQdW%7EU13,2017-04-09 04:35:20.007414
702,http://www.ebay.com.au/p/canon-ef-24-70mm-f-2-8-l-ii-usm-lens/102568590?iid=182074006994,http://www.ebay.com.au/p/canon-ef-24-70mm-f-2-8-l-ii-usm-lens/102568590?iid=182074006994,2017-04-09 04:35:20.047704
703,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focus%2520Type=Auto&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:23.174464
704,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&LH_PrefLoc=2&Series=Canon%2520%2522L%2522&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:23.471871
